chain_id,store_id,price
7290661400001,20,5
7290661400001,58,0.01
7290661400001,58,5
7290661400001,59,0.01
7290661400001,65,5
7290661400001,71,0.01
7290661400001,75,5
7290661400001,76,0.01
7290661400001,76,5
7290661400001,91,5
