chain_id,store_id,price
7290027600007,26,160.00
7290027600007,270,160.00
7290027600007,413,160.00
7290027600007,476,160.00
7290027600007,637,160.00
7290027600007,639,160.00
7290027600007,652,160.00
7290027600007,679,160.00
7290027600007,681,160.00
7290027600007,764,160.00
7290172900007,1,160.00
7290172900007,8,160.00
7290172900007,10,160.00
7290172900007,13,160.00
7290172900007,14,160.00
7290172900007,15,160.00
7290172900007,16,160.00
7290172900007,17,160.00
7290172900007,18,160.00
7290172900007,20,160.00
7290172900007,24,160.00
7290172900007,27,160.00
7290172900007,28,150.00
7290172900007,29,160.00
7290172900007,30,160.00
7290172900007,32,160.00
7290172900007,33,160.00
7290172900007,36,160.00
7290172900007,39,160.00
7290172900007,40,160.00
7290172900007,45,160.00
7290172900007,46,160.00
7290172900007,53,136.80
7290172900007,54,160.00
7290172900007,55,160.00
7290172900007,56,160.00
7290172900007,59,160.00
7290172900007,61,160.00
7290172900007,64,160.00
7290172900007,65,160.00
7290172900007,66,160.00
7290172900007,67,160.00
7290172900007,68,160.00
7290172900007,71,160.00
7290172900007,72,160.00
7290172900007,73,160.00
7290172900007,75,160.00
7290172900007,76,160.00
7290172900007,77,160.00
7290172900007,78,160.00
7290172900007,87,160.00
7290172900007,93,160.00
7290172900007,94,150.00
7290172900007,95,160.00
7290172900007,98,160.00
7290172900007,104,160.00
7290172900007,105,160.00
7290172900007,107,160.00
7290172900007,108,160.00
7290172900007,109,160.00
7290172900007,112,136.80
7290172900007,115,160.00
7290172900007,117,160.00
7290172900007,120,160.00
7290172900007,121,160.00
7290172900007,122,160.00
7290172900007,124,160.00
7290172900007,127,160.00
7290172900007,129,160.00
7290172900007,131,160.00
7290172900007,132,160.00
7290172900007,135,150.00
7290172900007,136,160.00
7290172900007,145,160.00
7290172900007,151,160.00
7290172900007,153,160.00
7290172900007,154,160.00
7290172900007,157,160.00
7290172900007,158,160.00
7290172900007,168,160.00
7290172900007,171,160.00
7290172900007,173,160.00
7290172900007,178,160.00
7290172900007,179,160.00
7290172900007,181,160.00
7290172900007,184,160.00
7290172900007,185,160.00
7290172900007,191,160.00
7290172900007,192,160.00
7290172900007,194,160.00
7290172900007,198,160.00
7290172900007,201,160.00
7290172900007,204,160.00
7290172900007,207,160.00
7290172900007,212,160.00
7290172900007,213,140.00
7290172900007,219,160.00
7290172900007,229,160.00
7290172900007,230,160.00
7290172900007,231,160.00
7290172900007,233,160.00
7290172900007,234,160.00
7290172900007,236,160.00
7290172900007,237,160.00
7290172900007,240,160.00
7290172900007,245,160.00
7290172900007,248,160.00
7290172900007,252,160.00
7290172900007,253,160.00
7290172900007,256,160.00
7290172900007,261,160.00
7290172900007,265,160.00
7290172900007,266,136.80
7290172900007,269,160.00
7290172900007,270,160.00
7290172900007,274,160.00
7290172900007,275,160.00
7290172900007,284,160.00
7290172900007,287,150.00
7290172900007,289,160.00
7290172900007,290,160.00
7290172900007,291,160.00
7290172900007,292,160.00
7290172900007,294,160.00
7290172900007,296,160.00
7290172900007,298,160.00
7290172900007,299,160.00
7290172900007,301,160.00
7290172900007,302,160.00
7290172900007,304,160.00
7290172900007,305,160.00
7290172900007,306,160.00
7290172900007,307,160.00
7290172900007,308,160.00
7290172900007,309,154.00
7290172900007,310,160.00
7290172900007,311,160.00
7290172900007,313,160.00
7290172900007,314,160.00
7290172900007,315,160.00
7290172900007,667,160.00
